# #q, USAXS_int, USAXS_sub
2.748357011691278796e-04,2.136599228054180399e-01,1.116047045442450369e-02
2.804818755430163566e-04,2.006799880663217017e-01,8.828197367821782882e-03
2.862440438904854901e-04,1.906266083796903654e-01,9.590016917305016486e-03
2.921245891705114743e-04,1.809168844816562982e-01,9.627793278321999937e-03
2.981259432971438425e-04,1.715894357601591702e-01,9.622067932056693751e-03
3.042505881452303761e-04,1.624291541631969205e-01,9.787854817321695045e-03
3.105010565768008893e-04,1.537257134890166743e-01,8.553270462098999660e-03
3.168799334885394510e-04,1.454647168309288474e-01,8.034065040047971840e-03
3.233898568807757430e-04,1.378830800846504445e-01,7.574891105989828288e-03
3.300335189484347102e-04,1.304487827274671552e-01,6.938093509200105036e-03
3.368136671944017661e-04,1.238897507324745600e-01,6.165779902643164778e-03
3.437331055657589715e-04,1.175216594597706804e-01,5.384898395094442347e-03
3.507946956133641404e-04,1.117143797903348279e-01,5.069532657234282480e-03
3.580013576752533915e-04,1.059534552942230645e-01,4.528220014395414883e-03
3.653560720843523251e-04,1.011610029748060136e-01,4.433396354918878179e-03
3.728618804010010645e-04,9.587836220844320190e-02,4.216999864431733580e-03
3.805218866707999717e-04,9.139759521505140538e-02,3.796595516190465203e-03
3.883392587082935268e-04,8.722407140287226357e-02,4.017900729916215607e-03
3.963172294070286183e-04,8.256761507796801791e-02,3.265539840226053259e-03
4.044590980765270681e-04,7.899135364217099720e-02,3.631303007380473624e-03
4.127682318067208344e-04,7.564502405512829597e-02,3.919617280197865150e-03
4.212480668604214854e-04,7.219313876303497246e-02,3.687409624757748139e-03
4.299021100943965627e-04,6.932482783551721650e-02,3.872821867086914671e-03
4.387339404096363550e-04,6.653608704350612302e-02,3.999866128466936233e-03
4.477472102314188291e-04,6.359959482820196075e-02,3.628811430066540555e-03
4.569456470197788426e-04,6.094706199398426671e-02,3.400510106074144945e-03
4.663330548110078736e-04,5.817907639585980645e-02,3.346314234905042873e-03
4.759133157908246510e-04,5.589847867114740992e-02,3.523197157946342251e-03
4.856903918998597253e-04,5.349155503953221397e-02,3.234606302834994174e-03
4.956683264721273253e-04,5.098495305165993974e-02,3.070788889722231296e-03
5.058512459071574626e-04,4.851615488462830000e-02,2.616893530703864879e-03
5.162433613764759411e-04,4.655366965600790663e-02,3.016773193263350139e-03
5.268489705651460556e-04,4.422913256975711388e-02,2.601427336069279950e-03
5.376724594490886900e-04,4.237248964561437375e-02,2.433152565799540090e-03
5.487183041089097263e-04,4.064016513607768971e-02,2.751644640600105218e-03
5.599910725809972281e-04,3.914806814186600620e-02,2.894057519829865144e-03
5.714954267466433287e-04,3.715938748002604181e-02,2.532044738272225259e-03
5.832361242599757873e-04,3.571453147050002164e-02,2.412277585888036868e-03
5.952180205155004370e-04,3.423102856125380400e-02,2.323697742525950016e-03
6.074460706560581369e-04,3.310659441741999748e-02,2.421991141011908821e-03
6.199253316220375678e-04,3.171191267438525085e-02,2.370822456031991543e-03
6.326609642426878153e-04,3.050171698898453132e-02,2.333977918925971007e-03
6.456582353703883446e-04,2.960498891909584332e-02,2.414377238175172830e-03
6.589225200587700733e-04,2.865134783100273946e-02,2.621195935861634491e-03
6.724593037855850462e-04,2.746274919131996145e-02,2.403990624922022062e-03
6.862741847212345744e-04,2.669577889789414779e-02,2.969559360161213440e-03
7.003728760439087431e-04,2.551926326153412111e-02,2.432463944020021168e-03
7.147612083022874836e-04,2.464482132627561148e-02,2.816897184131340881e-03
7.294451318267741128e-04,2.367748440210142025e-02,2.554164127116318600e-03
7.444307191902722496e-04,2.268878285799871830e-02,2.456806309529723648e-03
7.597241677195124649e-04,2.173912929274889744e-02,2.441964205134747323e-03
7.753318020579711258e-04,2.091128527718500232e-02,2.325938492533770330e-03
7.912600767814460118e-04,2.009977495066191111e-02,2.558681179417592044e-03
8.075155790673568595e-04,1.911272418539212634e-02,2.367534642636032194e-03
8.241050314188913583e-04,1.826356665121638134e-02,2.382280141396544287e-03
8.410352944451157100e-04,1.750186849445554277e-02,2.352921271386507890e-03
8.583133696981914192e-04,1.652724916264831576e-02,2.133178787215247313e-03
8.759464025688865974e-04,1.597758571298015656e-02,2.393662348119555278e-03
8.939416852415732126e-04,1.530034018009699369e-02,2.222368572072455986e-03
9.123066597099225303e-04,1.459790564811725387e-02,2.117720735766305540e-03
9.310489208545622746e-04,1.394741965362311653e-02,1.964031570100957524e-03
9.501762195839625084e-04,1.344385019009782141e-02,2.006325260512462072e-03
9.696964660398325192e-04,1.292221406198896215e-02,2.137610684106113629e-03
9.896177328683924187e-04,1.244754444966224109e-02,2.042589166431005299e-03
1.009948258558826572e-03,1.185473752953303088e-02,1.864673748647738272e-03
1.030696450850333195e-03,1.141713873555427576e-02,1.861774284498927956e-03
1.051870890209170590e-03,1.086583776348489135e-02,nan
1.073480333377122920e-03,1.042170283774238385e-02,nan
1.095533716992875758e-03,9.874764938624089328e-03,1.612271832916787814e-03
1.118040161287788513e-03,9.370594047925211861e-03,1.622045220340180907e-03
1.141008973857582246e-03,9.172990331643721823e-03,1.723577904122973112e-03
1.164449653511522150e-03,8.665958501531591945e-03,1.580433490093528272e-03
1.188371894200677828e-03,8.333333333333333218e-03,1.573299304068864930e-03
1.212785589026868375e-03,8.008739060933861217e-03,1.473893323335637336e-03
1.237700834333994252e-03,7.627952376445200876e-03,1.436465698279461647e-03
1.263127933883398304e-03,7.204993960961917493e-03,1.319808410618971556e-03
1.289077403115004286e-03,6.924927433522005613e-03,1.112116540263964441e-03
1.315559973496019256e-03,6.692872903119723854e-03,1.330713818322991696e-03
1.342586596958944296e-03,6.420453391051517134e-03,1.300671797952198880e-03
1.370168450430778563e-03,nan,nan
1.398316940455269575e-03,5.791193198100148300e-03,9.979247326780014624e-04
1.427043707910108155e-03,5.614161682206926691e-03,1.020923760683639311e-03
1.456360632821048027e-03,5.310753099211689733e-03,1.023759974820963488e-03
1.486279839274923069e-03,4.990327896198221667e-03,8.722359539199220704e-04
1.516813700433584716e-03,4.772741979655258440e-03,8.660015985986714224e-04
1.547974843650858513e-03,4.542107727947570367e-03,7.753405888384595594e-04
1.579776155694623393e-03,4.319168940351823284e-03,7.191614544354478847e-04
1.612230788076149781e-03,4.113470622068307603e-03,7.107065501843453162e-04
1.645352162488960320e-03,3.958758407864829305e-03,7.225109469660667520e-04
1.679153976359389023e-03,3.705523977738563353e-03,5.346448209903255540e-04
1.713650208511190241e-03,3.614111412375205744e-03,5.678452328369515238e-04
1.748855124946522427e-03,3.437213583866586750e-03,5.410271921426302796e-04
1.784783284745676763e-03,3.285718049511210642e-03,5.184239640148766669e-04
1.821449546088027820e-03,3.070070099375322471e-03,3.688520103555356817e-04
1.858869072396674565e-03,2.973677831717533911e-03,4.383337443975622062e-04
1.897057338609301142e-03,2.759978612052170401e-03,3.288114866627383538e-04
1.936030137577880120e-03,2.696470264387404187e-03,3.596954236347840901e-04
1.975803586599853261e-03,2.549208687158240321e-03,3.103637030041923178e-04
2.016394134083466464e-03,2.396564502174539698e-03,3.023357649008626309e-04
2.057818566350055715e-03,2.273243875651065858e-03,2.032221587041534161e-04
2.100094014576080626e-03,2.182057955852020632e-03,3.001421323835702388e-04
2.143237961877742480e-03,2.075939088842859888e-03,2.020599673992916259e-04
2.187268250541197188e-03,1.935563227034879782e-03,9.842551359356553793e-05
2.232203089401256241e-03,1.920002249785752492e-03,2.799808142025935701e-04
2.278061061371703788e-03,1.802756897401965215e-03,1.873480091580919781e-04
2.324861131130310284e-03,1.705001764664556109e-03,1.182375145472014909e-04
2.372622652961712490e-03,1.685611037408104012e-03,1.799407252387761127e-04
2.421365378761429314e-03,1.547856473900848266e-03,8.548846183402901942e-05
2.471109466204316017e-03,1.523764620388124921e-03,1.534048616130712517e-04
2.521875487080806489e-03,1.411571181376556489e-03,6.413989854736471853e-05
2.573684435804432600e-03,1.352507678793418580e-03,5.772299041862977327e-05
2.626557738094129502e-03,1.278402769312854620e-03,2.789474792440609779e-05
2.680517259834863577e-03,1.265052976002533584e-03,5.637843214074868964e-05
2.735585316120362539e-03,1.187975744661439468e-03,8.669766043556989370e-05
2.791784680481546824e-03,1.128326008946461002e-03,4.640868595024078870e-05
2.849138594304587938e-03,1.089612249896993509e-03,1.921070663341234788e-05
2.907670776442455689e-03,1.061961403090210887e-03,6.705350215413714322e-05
2.967405433023886929e-03,9.998951556104849949e-04,3.577566904236864111e-05
3.028367267463898376e-03,9.701213558254470192e-04,3.202812597583319827e-05
3.090581490679957400e-03,9.134877396353968107e-04,2.487067172018107581e-05
3.154073831517997979e-03,8.720121346091435190e-04,6.049454142807502918e-06
3.218870547392658522e-03,8.438529157403281550e-04,1.390078129551739015e-05
3.284998435146111763e-03,8.033883496412243252e-04,1.247592807738487266e-05
3.352484842129944097e-03,7.822142911145478755e-04,2.248108335327000940e-05
3.421357677514730387e-03,7.465376851413294381e-04,1.039706476836839161e-05
3.491645423831955027e-03,7.168194483445852489e-04,1.954626691764364647e-05
3.563377148752994682e-03,7.136977541492732025e-04,1.452739844310161049e-05
3.636582517110175175e-03,6.837993933331825563e-04,1.341556003149277105e-05
3.711291803164696885e-03,6.328942641293360807e-04,9.410346551862571254e-06
3.787535903126644510e-03,6.364987094088709382e-04,2.383953631140153882e-05
3.865346347932202553e-03,5.973859550896578339e-04,6.700864293511543147e-06
3.944755316283330565e-03,5.817786175960662194e-04,1.644933647298302531e-05
4.025795647955353850e-03,5.509142482616667625e-04,1.209942733707350393e-05
4.108500857377948325e-03,5.648845708131023866e-04,4.215151138115555765e-05
4.192905147495091037e-03,5.257308839015059935e-04,2.565166627770435696e-05
4.279043423909782880e-03,5.169307249700298354e-04,1.718293435462776592e-05
4.366951309319365253e-03,4.755736195573757484e-04,-9.359688037140949726e-08
4.456665158247326980e-03,4.637264938466241558e-04,1.284747633080609132e-05
4.548222072077866447e-03,4.332810598031937971e-04,-2.830015354494459139e-05
4.641659914399230182e-03,4.078052642353736696e-04,-6.166290126495142972e-06
4.737017326662271502e-03,4.114479560274431980e-04,-1.487595746209395249e-05
4.834333744160770018e-03,4.046560125184129383e-04,2.420971334017113724e-05
4.933649412339953869e-03,3.964003628451125572e-04,2.669393363712615737e-05
5.035005403440111563e-03,3.930071249039045070e-04,4.912419123886545454e-05
5.138443633482142094e-03,3.549816707803728514e-04,-1.955535159153310755e-05
5.244006879601994381e-03,3.650218519586267345e-04,3.786541388229696910e-05
5.351738797741272327e-03,3.294362875055119734e-04,-2.272928926514393433e-05
5.461683940701277454e-03,3.140428538831440959e-04,-1.133566008277577756e-06
5.573887776567894650e-03,3.111682499858969050e-04,-4.829672285768264652e-06
5.688396707515047494e-03,2.927831478457356730e-04,-1.223204999832106302e-05
5.805258088994455674e-03,3.001617474759528934e-04,2.957017283111240766e-06
5.924520249319539800e-03,2.810611259612874461e-04,-1.624291648229914771e-05
6.046232509651788128e-03,2.889746526718721701e-04,-4.937310864175435514e-06
6.170445204397589228e-03,2.574303570297435586e-04,-1.470831034417201429e-05
6.297209702024166890e-03,2.682010693730082357e-04,1.503029245203038990e-05
6.426578426303159938e-03,2.432167391123647737e-04,-1.445390488289473481e-06
6.558604877990562194e-03,2.353955837039688453e-04,-1.827489478741073218e-05
6.693343656952114272e-03,2.301766479989432272e-04,-1.022093262891335397e-05
6.830850484743230221e-03,2.234978205510086149e-04,1.741500139195936454e-06
6.971182227652746727e-03,2.227537634197368640e-04,-1.211702988098323263e-05
7.114396920220137331e-03,2.181233860766299199e-04,8.311384644333578032e-06
7.260553789235858410e-03,1.992264171851147346e-04,-2.074633678376429564e-05
7.409713278234696630e-03,1.986129140466089929e-04,-5.563107388233682260e-06
7.561937072492359684e-03,1.752043386719546688e-04,-8.877957023390131534e-07
7.717288124535608487e-03,1.814681447174292070e-04,1.428184853888585151e-06
7.875830680176342663e-03,1.674250761505719767e-04,-2.138883764029599847e-05
8.037630305080728510e-03,1.570471415817469799e-04,-6.359058265566089416e-06
8.202753911883948687e-03,1.595584343902085021e-04,-3.792889126906506814e-07
8.371269787862126860e-03,1.608747439770935594e-04,-7.040562554681427301e-06
8.543247623172723834e-03,1.596564207406155154e-04,4.552936727105367501e-06
8.718758539675016545e-03,1.446877921225519104e-04,-2.240769218314674158e-06
8.897875120342754393e-03,1.550620482364436755e-04,-1.335358294144730305e-05
9.080671439281047530e-03,1.415178779783272684e-04,-3.202255092949721259e-06
9.267223092359848716e-03,1.270521448186010698e-04,-1.456697422205473560e-05
9.457607228476843167e-03,1.267467266884513661e-04,-7.719093607596959729e-06
9.651902581462543443e-03,1.227881044058395281e-04,-1.455659494636220969e-05
9.850189502640912045e-03,1.261428044269466441e-04,6.259704008887369189e-06
1.005254999405878064e-02,1.211389140569206800e-04,-6.103337476085819334e-06
1.025906774239803212e-02,1.079102631239445774e-04,-2.582320847206327481e-05
1.046982815358446332e-02,1.084968887715743075e-04,-5.397292819695983547e-06
1.068491838810756156e-02,1.047678920135324915e-04,-1.088414800989970536e-06
1.090442739706597337e-02,9.614450347375915005e-05,-7.950274200893615883e-06
1.112844595895343992e-02,9.614044139389736870e-05,-2.550241161804848457e-06
1.135706671720050284e-02,9.841880073327553510e-05,nan
1.159038421848735886e-02,8.465979767684396083e-05,1.566033412084615278e-05
1.182849495184391808e-02,9.149495706198871681e-05,1.325025502510468207e-06
1.207149738855309469e-02,9.059836256913732678e-05,-5.820433140742302977e-06
1.231949202287380488e-02,8.560772956979794855e-05,-1.163015618312316540e-05
1.257258141360063919e-02,8.726818350467099091e-05,-1.308271580869766956e-06
1.283087022647729988e-02,7.550016414947080924e-05,-1.306138558439265082e-05
1.309446527748141589e-02,7.263567140492781433e-05,-1.317667781513129019e-05
1.336347557699848858e-02,7.809182961729693349e-05,-6.281509327187890937e-06
1.363801237490345000e-02,6.850486368063707962e-05,-1.616177057239110261e-05
1.391818920656830161e-02,6.471901089024195686e-05,-1.485400919731603541e-05
1.420412193981499677e-02,7.101857885710060247e-05,-8.309388724934095843e-06
1.449592882283279663e-02,6.793726616597273605e-05,-9.032823666594609743e-06
1.479373053308012491e-02,nan,nan
1.509765022719108778e-02,5.984461213291871308e-05,-1.197415664134189660e-05
1.540781359190710256e-02,6.080886981760639419e-05,-8.686849919891469055e-06
1.572434889605503830e-02,6.220186638970094499e-05,-1.261982793036637749e-05
1.604738704359305601e-02,6.112203312050159610e-05,-7.148424696714651694e-06
1.637706162774634280e-02,5.974494409584852532e-05,-8.570628771024634278e-06
1.671350898625481932e-02,5.930275356046663305e-05,-4.301738983215161081e-06
1.705686825775599991e-02,5.428472108423751770e-05,-8.540203651757976536e-06
1.740728143932615546e-02,5.512213995924973423e-05,-5.443506791980853377e-06
1.776489344520347860e-02,5.340290545985721293e-05,-7.496235313475374366e-06
1.812985216671778033e-02,5.316831666674283919e-05,-9.205410457571940486e-06
1.850230853345128518e-02,5.198723995914995773e-05,-8.839177556090281336e-06
1.888241657565599765e-02,4.878269988917198285e-05,-9.490507170244880174e-06
1.927033348795318540e-02,4.726732321644311184e-05,-1.065710033337919488e-05
1.966621969434167658e-02,4.439657416967763659e-05,-1.006258853296843937e-05
2.007023891454162712e-02,4.409808606782990938e-05,-8.987637049547486700e-06
2.048255823170113885e-02,4.362914635032204383e-05,-1.030917459179390890e-05
2.090334816149394884e-02,4.288884163262169540e-05,-8.568853399994012928e-06
2.133278272263659445e-02,4.200883497309334700e-05,-8.749229677698328685e-06
2.177103950885436040e-02,4.131172254222791729e-05,-6.875889492250110294e-06
2.221829976232546702e-02,3.891634680844346575e-05,-8.755842996428068212e-06
2.267474844863432218e-02,3.615979361854733420e-05,-8.476452471412522125e-06
2.314057433326443397e-02,3.482803954120485690e-05,-1.070752197837121587e-05
2.361597005966295862e-02,3.506273182052500073e-05,-8.881481733175822994e-06
2.410113222890871570e-02,3.450879121454317888e-05,-7.590313551841338041e-06
2.459626148101713011e-02,3.500151014214840606e-05,-7.052101782942235748e-06
2.510156257791547676e-02,3.431269107242573141e-05,-6.764143634720577551e-06
2.561724448812253280e-02,3.284541924573503323e-05,-8.539677226113350720e-06
2.614352047316813310e-02,3.162741374408978431e-05,-9.604537656432882457e-06
2.668060817578793778e-02,3.070936851342958364e-05,-8.555965683503365463e-06
2.722872970993025360e-02,3.026810747276046696e-05,-6.139381231056756534e-06
2.778811175261161961e-02,3.069584325097058633e-05,-7.156495887764354076e-06
2.835898563765974073e-02,2.925284087229035668e-05,-7.920908934919065745e-06
2.894158745138225922e-02,2.918596229490987302e-05,-7.070353368671175706e-06
2.953615813020064526e-02,2.791505025011276585e-05,-7.193490424783642508e-06
3.014294356029017033e-02,2.756832993232027895e-05,-8.413694107313095060e-06
3.076219467926668422e-02,2.832861422331378902e-05,-8.872831427979763604e-06
3.139416757996260632e-02,2.807478238003384928e-05,-8.131995518018576564e-06
3.203912361633459022e-02,2.808787229736481691e-05,-6.488203452502186577e-06
3.269732951154712824e-02,2.591413386186541579e-05,-8.324320024329627819e-06
3.336905746827676517e-02,2.609494280418276819e-05,-7.718658579004674866e-06
3.405458528128189888e-02,2.608837950406020810e-05,-1.026889491709435199e-05
3.475419645228570303e-02,2.624536132636365920e-05,-6.695650220818562856e-06
3.546818030721882176e-02,2.624302576772581249e-05,-7.246217140273672209e-06
3.619683211587103322e-02,2.503072378464048713e-05,-9.110444566723192638e-06
3.694045321400055842e-02,2.338870153957389020e-05,-8.959235423831742289e-06
3.769935112795230747e-02,2.413810332176267678e-05,-8.961014433725839046e-06
3.847383970183627933e-02,2.312552430485068788e-05,-9.095532908243189022e-06
3.926423922731835103e-02,2.346841491537576886e-05,-8.649714955295109345e-06
4.007087657607785042e-02,2.309951818947002567e-05,-7.714816045967061637e-06
4.089408533498603560e-02,2.360540744671102263e-05,-8.299401754510237308e-06
4.173420594406197087e-02,2.348391352777825323e-05,-7.174321134329875155e-06
4.259158583726205954e-02,2.412454872648018631e-05,-6.130592360452119543e-06
4.346657958616236689e-02,2.362476419110324968e-05,-6.057399842146110510e-06
4.435954904659270004e-02,2.393120683161515047e-05,-6.903579226462862941e-06
4.527086350828268130e-02,2.298989231826844187e-05,-7.907049488169124325e-06
4.620089984758266738e-02,2.398710367917125880e-05,-7.368510449505026399e-06
4.715004268332177034e-02,2.351217317393169468e-05,-6.149936941198086535e-06
4.811868453586809480e-02,2.302327717864288136e-05,-8.344835995013449555e-06
4.910722598945627126e-02,2.184327618177408608e-05,-7.959964103991908546e-06
5.011607585785021746e-02,2.213017434223006494e-05,-7.764339680558026449e-06
5.114565135340897600e-02,2.210125721489313998e-05,-7.338167985889375820e-06
5.219637825962615552e-02,2.262002131319310315e-05,-7.260839385588655756e-06
5.326869110721340478e-02,2.268874448680309813e-05,-6.615406855163187034e-06
5.436303335380183316e-02,2.233358571219664355e-05,-8.535646971460666797e-06
5.547985756733517931e-02,2.183880481108607782e-05,-8.799110933278772855e-06
5.661962561323006377e-02,2.280100728202764953e-05,-6.352036584213431190e-06
5.778280884538179729e-02,2.194570408453173319e-05,-6.519523493379975163e-06
5.896988830109386320e-02,2.156239890913994061e-05,-8.477941453434054505e-06
6.018135490001227245e-02,2.178286236019110175e-05,-7.488707185996469140e-06
6.141770964714627495e-02,2.074988685277638056e-05,-8.191775685127471537e-06
6.267946384006040095e-02,2.194862971777144492e-05,-6.982169150388908342e-06
6.396713928032299323e-02,2.163238714916977722e-05,-7.363930528577793057e-06
6.528126848929820258e-02,2.131382980320883997e-05,-7.187007154879445806e-06
6.662239492837172816e-02,2.130129147488478083e-05,-7.493194718154568479e-06
6.799107322370050166e-02,2.275256539812882324e-05,-5.788308515884740943e-06
6.938786939557999023e-02,2.144077316786325739e-05,-6.216910209710750228e-06
7.081336109252285571e-02,2.115690606429475795e-05,-6.991968368951372752e-06
7.226813783014716941e-02,2.147255327233680650e-05,-6.330150532506519448e-06
7.375280123497221507e-02,2.079059757105922732e-05,-7.218388764265186219e-06
7.526796529322225815e-02,2.087663829711605416e-05,-8.494559730987149334e-06
7.681425660474229533e-02,2.074193577077815005e-05,-6.721851994155685604e-06
7.839231464212986777e-02,2.029584113851684815e-05,-7.761787555865559907e-06
8.000279201519081007e-02,2.138061750063023430e-05,-7.244662083433817302e-06
8.164635474082720945e-02,2.084523061983677297e-05,-6.540571760114800653e-06
8.332368251847065144e-02,2.053460333988006746e-05,-7.473084431607295974e-06
8.503546901117341184e-02,1.954875260422080238e-05,-8.633172769978370904e-06
8.678242213247493175e-02,2.037365249798656999e-05,-8.080572866287614076e-06
8.856526433916063479e-02,2.096416257433692508e-05,-7.439126150375137181e-06
9.038473293003597420e-02,2.033615247563832644e-05,-7.779196081975361471e-06
9.224158035083850071e-02,2.116756668915673685e-05,-6.650718998492737916e-06
9.413657450541308702e-02,2.059866277691505424e-05,-7.544534380613805946e-06
9.607049907328082949e-02,2.099439686663320072e-05,-6.263636302318626077e-06
9.804415383373144000e-02,2.050002006259146400e-05,-7.634659003452050027e-06
1.000583549965744223e-01,2.103194343382906449e-05,-5.953544307475345301e-06
1.021139355396839532e-01,2.166958317162082524e-05,-6.279081398569290225e-06
1.042117455534792986e-01,2.123193724565399865e-05,-5.982600595224820170e-06
1.063526525924821525e-01,2.058117673893122769e-05,-7.139600421622784308e-06
1.085375420340952829e-01,1.991091875891066025e-05,-7.210263627991511046e-06
1.107673174447529607e-01,1.998485583118677272e-05,-7.413311571742766125e-06
1.130429009535929147e-01,2.027052240527460808e-05,-7.098117955400684570e-06
1.153652336338055612e-01,2.076610961793802520e-05,-6.516033393323374589e-06
1.177352758918164405e-01,2.061354019506695233e-05,-7.543271466214516909e-06
1.201540078644650483e-01,2.029834970278448909e-05,-7.249087250467089430e-06
1.226224298243431543e-01,2.012663052687186426e-05,-7.587853143158641416e-06
1.251415625934593490e-01,2.032218393639877228e-05,-6.420962494659290337e-06
1.277124479654029865e-01,2.101058517226416422e-05,-6.277069917515171833e-06
1.303361491361802460e-01,2.046359997928869092e-05,-6.201240273531438528e-06
1.330137511439018760e-01,1.993721240911597734e-05,-7.398744749597118846e-06
1.357463613175028394e-01,2.114541761950020142e-05,-5.670540105980618795e-06
1.385351097346811389e-01,2.001116211656772060e-05,-7.068170137021391740e-06
1.413811496892447006e-01,1.975278677890015473e-05,-6.825768203047692933e-06
1.442856581680580230e-01,2.046868588713473790e-05,-6.967023263716561667e-06
1.472498363377887365e-01,2.055208900405354651e-05,-6.574194124798987497e-06
1.502749100416525541e-01,2.026768750869729864e-05,-7.761464409553530205e-06
1.533621303063643915e-01,1.987689153704825834e-05,-7.135013176958485354e-06
1.565127738595027684e-01,2.042334822991153463e-05,-7.075054809626637624e-06
1.597281436575040958e-01,1.986205973878465259e-05,-7.207423372202741033e-06
1.630095694245038418e-01,2.054675333911119487e-05,-6.513448173521525298e-06
1.663584082022465382e-01,2.114974606575082848e-05,-5.665176037120150552e-06
1.697760449112941383e-01,2.069302500261542934e-05,-5.703420718821352898e-06
1.732638929237632075e-01,2.064404403282789138e-05,-5.204109372646969247e-06
1.768233946478290908e-01,1.942521833689519903e-05,-8.243443571427200544e-06
1.804560221242362261e-01,1.935387200664831541e-05,-7.069881076210562465e-06
1.841632776350650980e-01,1.933418734985753961e-05,-7.104315734127361999e-06
1.879466943250042432e-01,1.945066955609940870e-05,-6.904802499715419493e-06
1.918078368353869079e-01,1.970427750651401421e-05,-6.267731883286047973e-06
1.957483019512509803e-01,1.916585482792161705e-05,-7.823736817170837425e-06
1.997697192616942341e-01,2.011678288494599392e-05,-6.671748136894558402e-06
2.038737518337952748e-01,1.969451010582778475e-05,-6.886843556203501248e-06
2.080620969003780518e-01,1.868542696055602994e-05,-8.379766195583194984e-06
2.123364865619073449e-01,1.895974900337934446e-05,-8.396901461321624473e-06
2.166986885028028831e-01,1.982450431052316001e-05,-6.635762186865945398e-06
2.211505067224704413e-01,2.087526793015471923e-05,-5.608340553372161911e-06
2.256937822813489258e-01,1.902170987062035416e-05,-8.011476662822763459e-06
2.303303940622861146e-01,1.971403516056317623e-05,-7.145167866126374680e-06
