# #q, USAXS_int, USAXS_sub
2.350824185662923338e-01,1.893658681019437913e-05,-7.561111159752922342e-06
2.399102111996493647e-01,1.952046031504397865e-05,-7.839785541671184517e-06
2.448371502594082205e-01,2.037508952089199860e-05,-6.357183245993181691e-06
2.498652718756626812e-01,2.013797640885313085e-05,-6.606686128067075975e-06
2.549966539936876497e-01,1.898840455442921062e-05,-8.007140607835406133e-06
2.602334172326803974e-01,1.965559390780740825e-05,-6.906206903701580656e-06
2.655777257621377840e-01,1.985279486763192217e-05,-9.229655429993437416e-06
2.710317881962311382e-01,1.936877129442149059e-05,-8.961363475416442943e-06
2.765978585065481110e-01,1.980453525785708232e-05,-7.796388079934464608e-06
2.822782369535808966e-01,2.000184799410153713e-05,-8.703927985815243783e-06
2.880752710373409853e-01,2.017890193201971708e-05,-7.321923435953395438e-06
2.939913564674995206e-01,1.951769139134919794e-05,-7.231434002816018215e-06
3.000289381534488320e-01,nan,nan
