,Unnamed: 0,uuid,amplitude_distance,phase_distance,sum_ap_distance,processes_status
139,139.0,f9b8246e-8b80-4955-9560-ada457bad27c,1.262723156914669,0.4187192286701557,1.6814423855848248,success
0,,0799ec06-5d0f-4589-a10c-b9a98c310f5c,10.871479036429088,0.680217689944841,11.55169672637393,success
1,,3f24b844-1e01-4b2d-976d-9083d8131fe3,,2.580956827951785e-08,,success
2,,3988b456-0f05-4af3-af65-7da9eab0ee6c,,,,failed
3,,21d4f4ac-db02-41f9-b1ad-00c2e61fc894,0.7723310202190883,0.3365458293963004,1.1088768496153887,success
4,,7371d32e-f23b-42a1-93d2-565008fc710f,1.2637196647024829,0.44205123447495076,1.7057708991774336,success
5,,13a21dba-b25c-4ec6-945b-e13b30d2d50f,1.330769319398668,0.4989300979379777,1.8296994173366459,success
6,,1af462f0-d499-436c-bf10-135830a958c5,1.288223053007604,0.49142073735929237,1.7796437903668965,success
7,,3af12ee2-596f-48b6-8c5b-565269a55562,12.889006388090035,0.7243963729940103,13.613402761084044,success
8,,9cabbf21-c7c6-4d8c-b88f-27e18a59fa8d,1.3272571997125937,0.49193648256061884,1.8191936822732124,success
9,,c1a8b4e0-1bd4-4ea2-9cb4-f3a5e09fb320,10.818602473191016,0.7056362687763644,11.52423874196738,success
10,,02bb1532-f5b4-4970-a885-68b4b420114e,1.4232806371802953,0.47866054419793114,1.9019411813782265,success
11,,5f681f1c-0c9a-4fe9-822f-9b8173449c11,1.5911027720100006,0.5268693480388581,2.117972120048859,success
12,,37300e48-9860-4742-8c2b-0ca12c5d51d1,,2.580956827951785e-08,,success
13,,131f3c99-0c3f-430d-880c-effef7248f1f,,2.580956827951785e-08,,success
14,,9184744f-b57b-466e-ac26-2628b429fdda,0.7679047661476647,0.43650363796639524,1.20440840411406,success
15,,d027691b-6a39-43f7-8527-56dd93433485,,2.580956827951785e-08,,success
16,,1e26acd9-0b68-4941-96c0-f56653643d27,1.428278091946942,0.5194059011170771,1.947683993064019,success
17,,d298bae0-5f86-4a29-b399-111644195748,1.0541236234172646,0.5120968674556232,1.5662204908728878,success
18,,4d0ecb5c-939e-4cf3-ad18-c4651703d936,,2.580956827951785e-08,,success
19,,29583b9e-3026-4b38-b781-e1b63ff2fa04,10.184023548928744,0.7234746060058472,10.907498154934592,success
